ID,Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,Z_CostContact,Z_Revenue,Response,Children,Customer_Age,Loyalty_Score,Eco_Friendly_Score,Recency_Score,Spending_Ratio,Income_Category
10640,1974,Graduation,Together,44392.0,1,1,2013-09-05,71,87,5,71,7,12,29,5,4,1,4,7,3,11,0,2,51,9,18.03,71,0.0,Low
3498,1976,Doctorate,Married,55424.0,0,1,2012-11-25,6,462,61,184,10,53,107,4,7,5,9,6,3,11,1,1,49,21,148.48,6,0.02,Low
6742,1979,Graduation,Married,17688.0,1,0,2013-01-13,82,2,2,1,3,1,2,1,1,0,2,8,3,11,0,1,46,3,4.97,82,0.0,Very Low
1172,1983,Doctorate,Married,92491.0,0,0,2013-05-01,71,979,44,935,29,25,22,1,7,5,12,3,3,11,1,0,42,24,136.76,71,0.02,High
569,1991,Graduation,Single,90273.0,0,0,2013-12-14,32,704,129,853,120,74,111,1,5,6,7,2,3,11,1,0,34,18,338.26,32,0.02,High
4686,1962,Doctorate,Widow,82571.0,0,0,2014-04-02,28,861,31,558,62,95,79,0,6,5,13,2,3,11,0,0,63,24,126.73,28,0.02,Medium
1381,1982,Doctorate,Single,38513.0,1,0,2014-01-28,20,172,3,115,16,0,18,5,6,1,5,8,3,11,1,1,43,12,13.46,20,0.01,Low
2634,1979,Graduate,Single,16653.0,1,0,2014-04-18,10,5,7,31,15,4,7,3,2,1,3,6,3,11,1,1,46,6,19.48,10,0.0,Very Low
10905,1955,Graduation,Together,42586.0,1,1,2012-10-29,7,194,2,56,0,0,0,5,4,1,6,8,3,11,1,2,70,11,6.07,7,0.01,Low
1744,1965,Primary,Single,23529.0,0,1,2013-01-07,67,9,7,13,3,2,20,1,1,1,2,6,3,11,0,1,60,4,15.75,67,0.0,Very Low
1000,1961,Graduate,Together,74881.0,1,1,2013-03-08,48,505,72,270,36,27,54,4,9,2,12,5,3,11,0,2,64,23,170.2,48,0.01,Medium
3828,1951,Graduation,Married,71107.0,0,1,2013-02-17,61,533,10,217,198,174,195,2,7,6,13,4,3,11,0,1,74,26,125.64,61,0.02,Medium
8605,1964,Doctorate,Together,46910.0,1,1,2014-03-23,36,48,0,14,0,0,6,2,2,0,3,6,3,11,0,2,61,5,0.52,36,0.0,Low
10304,1959,Graduation,Married,18690.0,0,0,2012-12-28,77,6,1,7,23,4,19,1,1,1,2,8,3,11,0,0,66,4,8.19,77,0.0,Very Low
4351,1955,Graduation,Divorced,37244.0,1,1,2013-04-27,90,18,2,10,0,0,25,1,1,1,2,7,3,11,0,2,70,4,4.37,90,0.0,Low
10129,1966,Graduation,Together,82427.0,0,0,2014-03-12,35,482,147,509,104,107,107,1,3,5,12,1,3,11,0,0,59,20,369.32,35,0.02,Medium
2499,1958,2n Cycle,Single,75342.0,0,1,2013-05-06,38,204,97,97,21,118,26,1,5,2,10,4,3,11,0,1,67,17,241.13,38,0.01,Medium
10092,1954,Graduation,Divorced,70044.0,0,1,2013-02-18,46,1073,0,250,153,14,14,4,7,10,5,5,3,11,0,1,71,22,44.53,46,0.02,Medium
7500,1967,Graduation,Single,79146.0,1,1,2014-04-24,33,245,16,223,21,43,16,2,8,1,8,6,3,11,0,2,58,17,58.79,33,0.01,Medium
5796,1963,Graduation,Married,77437.0,0,0,2013-11-26,70,560,21,442,29,44,29,1,4,5,13,1,3,11,0,0,62,22,78.84,70,0.01,Medium
10556,1959,Graduation,Married,54984.0,0,1,2014-05-24,51,173,13,131,32,3,6,4,6,1,6,7,3,11,0,1,66,13,38.25,51,0.01,Low
1064,1971,Doctorate,Married,42403.0,1,0,2013-12-11,18,22,1,11,0,5,3,1,1,0,3,8,3,11,0,1,54,4,4.07,18,0.0,Low
48,1964,Graduation,Together,55761.0,0,1,2014-04-24,97,136,1,12,0,3,32,2,4,1,3,6,3,11,0,1,61,8,3.44,97,0.0,Low
7610,1983,Graduation,Together,37292.0,1,0,2013-04-18,32,275,0,86,10,23,66,5,6,3,5,8,3,11,0,1,42,14,12.85,32,0.01,Low
263,1945,Doctorate,Single,45576.0,0,0,2014-05-28,9,56,19,29,2,14,25,1,3,1,3,8,3,11,1,0,80,7,44.14,9,0.0,Low
10814,1947,Graduation,Together,70321.0,0,0,2013-01-16,6,303,23,751,82,26,191,1,6,5,13,4,3,11,1,0,78,24,98.88,6,0.02,Medium
9710,1969,Doctorate,Divorced,58086.0,0,1,2013-01-20,80,708,7,62,0,0,15,2,11,3,7,8,3,11,0,1,56,21,16.3,80,0.01,Low
9292,1952,Graduation,Married,81795.0,0,0,2012-10-26,74,324,132,693,27,118,88,1,4,11,7,2,3,11,0,0,73,22,334.4,74,0.02,Medium
10250,1947,Primary,Together,28389.0,0,0,2012-11-20,49,1,5,3,7,4,8,1,1,0,2,7,3,11,0,0,78,3,12.84,49,0.0,Very Low
7881,1946,Graduate,Married,66835.0,0,0,2013-09-28,21,620,26,195,34,17,141,1,6,4,13,2,3,11,0,0,79,23,71.69,21,0.02,Medium
5847,1969,Graduation,Divorced,69901.0,0,1,2013-05-29,95,312,21,206,102,92,149,3,7,3,10,5,3,11,0,1,56,20,100.7,95,0.01,Medium
737,1949,Doctorate,Married,80360.0,0,0,2013-03-03,56,1493,86,454,112,43,43,2,4,4,5,2,3,11,0,0,76,13,225.55,56,0.03,Medium
3571,1961,Doctorate,Together,63342.0,0,1,2012-10-16,48,918,21,118,13,10,21,3,8,3,5,6,3,11,1,1,64,16,52.3,48,0.02,Medium
7807,1974,Graduation,Married,44989.0,0,1,2012-09-12,26,98,0,106,49,10,106,5,5,1,5,6,3,11,0,1,51,11,17.06,26,0.01,Low
3878,1980,2n Cycle,Single,31859.0,1,0,2014-02-27,3,3,4,7,15,8,11,1,1,0,3,7,3,11,0,1,45,4,13.93,3,0.0,Low
5092,1949,Doctorate,Widow,51569.0,0,1,2013-02-12,39,380,0,47,6,0,34,4,7,1,7,8,3,11,1,1,76,15,2.94,39,0.01,Low
2154,1971,Graduation,Widow,30372.0,1,1,2012-12-25,33,15,0,12,7,3,7,3,2,0,3,7,3,11,0,2,54,5,2.84,33,0.0,Low
5394,1979,Primary,Single,16014.0,1,1,2013-03-17,42,3,9,4,7,8,7,4,1,1,4,3,3,11,0,2,46,6,22.21,42,0.0,Very Low
3798,1968,Graduation,Married,41120.0,1,1,2013-11-06,80,24,2,23,0,8,24,3,2,1,3,6,3,11,0,2,57,6,7.52,80,0.0,Low
3524,1971,Graduate,Single,39763.0,1,0,2013-08-04,9,80,1,60,4,6,16,2,5,1,2,9,3,11,1,1,54,8,7.02,9,0.0,Low
5247,1955,Doctorate,Married,38725.0,1,1,2014-05-10,52,31,0,6,2,1,5,2,1,0,4,4,3,11,0,2,70,5,0.96,52,0.0,Low
5883,1972,Graduation,Married,77981.0,1,0,2013-05-26,78,138,120,204,16,126,60,3,7,4,7,5,3,11,0,1,53,18,292.76,78,0.01,Medium
2118,1964,2n Cycle,Married,62905.0,0,1,2013-09-10,68,166,75,96,119,107,59,3,7,2,8,4,3,11,0,1,61,17,213.02,68,0.01,Medium
8812,1979,2n Cycle,Divorced,13533.0,1,0,2013-03-10,45,12,3,8,8,0,17,2,2,0,3,7,3,11,0,1,46,5,7.9,45,0.0,Very Low
6616,1975,Graduation,Together,59481.0,0,1,2013-10-23,47,178,3,85,71,66,58,2,3,3,8,2,3,11,0,1,50,14,45.35,47,0.01,Low
2797,1977,Graduation,Married,72117.0,0,1,2013-08-20,34,707,20,171,65,60,50,1,9,7,9,5,3,11,0,1,48,25,79.33,34,0.01,Medium
4328,1986,2n Cycle,Married,21955.0,1,0,2013-09-07,81,5,1,7,17,14,11,2,2,1,3,6,3,11,0,1,39,6,10.33,81,0.0,Very Low
9167,1956,Graduation,Married,67131.0,0,1,2013-03-26,72,465,71,250,93,35,62,3,9,2,12,6,3,11,0,1,69,23,181.53,72,0.01,Medium
10560,1980,Doctorate,Single,36802.0,1,0,2014-06-16,23,16,1,2,0,0,1,1,1,0,3,5,3,11,0,1,45,4,2.07,23,0.0,Low
2631,1982,Graduation,Together,71853.0,0,0,2013-05-08,29,358,108,413,141,97,32,1,2,8,6,1,3,11,0,0,43,16,291.83,29,0.02,Medium
8312,1961,Primary,Married,28249.0,0,0,2014-06-15,80,1,9,7,2,14,10,1,2,0,3,6,3,11,0,0,64,5,23.33,80,0.0,Very Low
5534,1975,Graduate,Married,47808.0,0,1,2013-10-20,30,123,1,26,2,0,72,2,3,2,3,7,3,11,0,1,50,8,3.36,30,0.0,Low
5093,1974,Doctorate,Divorced,25509.0,1,0,2012-09-18,15,40,3,30,10,7,11,3,3,0,3,9,3,11,1,1,51,6,11.44,15,0.0,Very Low
7592,1946,Doctorate,Married,51012.0,0,0,2013-04-18,86,102,9,63,2,9,24,1,4,1,4,6,3,11,0,0,79,9,23.73,86,0.0,Low
8895,1985,Graduation,Single,70596.0,0,0,2012-10-05,68,347,44,534,17,0,26,1,3,5,12,2,3,11,0,0,40,20,111.18,68,0.01,Medium
8584,1952,Doctorate,Together,85431.0,0,0,2013-06-08,54,376,53,462,168,53,53,1,2,7,7,0,3,11,0,0,73,16,174.38,54,0.01,Medium
2694,1967,Graduation,Married,42664.0,0,1,2014-03-18,44,21,0,3,0,0,0,1,1,0,3,6,3,11,0,1,58,4,0.11,44,0.0,Low
8910,1955,Graduation,Together,42586.0,1,1,2012-10-29,7,194,2,56,0,0,0,5,4,1,6,8,3,11,1,2,70,11,6.07,7,0.01,Low
7433,1985,Graduation,Single,29760.0,1,0,2012-08-29,87,64,4,68,7,5,17,4,3,1,4,8,3,11,0,1,40,8,13.59,87,0.01,Very Low
164,1977,Doctorate,Married,28973.0,0,0,2012-10-13,59,206,0,46,3,2,12,2,5,1,5,8,3,11,0,0,48,11,2.97,59,0.01,Very Low
10477,1973,Doctorate,Together,39435.0,1,0,2013-08-06,16,71,0,18,0,0,13,1,3,1,2,7,3,11,0,1,52,6,0.67,16,0.0,Low
2681,1984,2n Cycle,Married,65370.0,0,0,2013-08-01,1,71,22,112,138,89,29,1,2,3,13,1,3,11,0,0,41,18,105.41,1,0.01,Medium
5150,1979,Primary,Single,20194.0,1,0,2012-12-17,64,0,4,7,11,10,15,2,2,0,3,6,3,11,0,1,46,5,13.79,64,0.0,Very Low
5283,1976,Doctorate,Single,42473.0,1,1,2014-02-17,72,93,1,21,0,4,25,3,2,1,4,5,3,11,0,2,49,7,4.11,72,0.0,Low
9645,1968,Graduation,Married,64590.0,0,0,2012-10-14,98,920,138,168,36,46,30,1,9,4,10,6,3,11,0,0,57,23,304.76,98,0.02,Medium
10678,1959,Graduation,Together,71232.0,0,1,2013-11-28,91,653,17,170,34,26,17,2,11,2,10,7,3,11,0,1,66,23,55.76,91,0.01,Medium
7261,1971,Graduation,Together,34600.0,1,1,2013-01-01,8,199,33,60,8,3,15,5,5,2,5,8,3,11,1,2,54,12,70.82,8,0.01,Low
9648,1967,Graduation,Single,46904.0,1,1,2012-11-03,20,153,4,56,0,9,31,4,5,1,4,8,3,11,0,2,58,10,13.07,20,0.01,Low
2870,1973,Graduation,Married,49094.0,0,1,2012-09-21,6,376,0,38,11,8,69,5,6,3,6,6,3,11,0,1,52,15,6.27,6,0.01,Low
8008,1983,Graduation,Together,36075.0,1,0,2013-12-09,54,46,0,30,12,1,30,1,2,0,4,6,3,11,0,1,42,6,3.84,54,0.0,Low
1513,1979,2n Cycle,Together,60839.0,1,1,2012-08-28,72,600,21,128,223,150,128,13,2,2,12,8,3,11,0,2,46,16,141.34,72,0.02,Medium
6173,1979,Graduation,Together,77298.0,0,1,2013-11-02,46,425,115,292,23,35,79,1,6,6,11,3,3,11,0,1,46,23,257.08,46,0.01,Medium
1419,1950,Graduation,Together,34026.0,1,1,2013-08-05,11,18,6,15,12,8,17,3,2,1,3,5,3,11,0,2,75,6,17.62,11,0.0,Low
9150,1963,Doctorate,Single,48918.0,1,1,2014-04-12,21,52,0,9,0,0,1,2,1,0,4,4,3,11,0,2,62,5,0.33,21,0.0,Low
7960,1962,2n Cycle,Together,82122.0,0,0,2013-08-15,89,734,22,350,151,25,100,1,3,9,13,1,3,11,0,0,63,25,95.5,89,0.02,Medium
1250,1976,Graduation,Single,37697.0,1,0,2014-02-07,82,34,6,21,11,4,8,1,2,1,3,6,3,11,0,1,49,6,16.31,82,0.0,Low
9905,1952,Graduation,Together,34074.0,1,1,2013-07-13,69,135,1,41,10,1,67,5,3,3,3,6,3,11,0,2,73,9,5.85,69,0.01,Low
10691,1960,Graduate,Married,28520.0,1,1,2013-06-14,55,11,0,10,0,2,20,1,1,1,2,6,3,11,0,2,65,4,1.04,55,0.0,Very Low
7002,1955,Graduation,Single,62535.0,0,1,2013-10-03,13,163,48,90,0,45,52,1,3,2,8,3,3,11,0,1,70,13,114.33,13,0.01,Medium
2952,1977,Graduate,Single,36273.0,1,0,2014-04-16,80,29,3,30,3,2,9,2,3,0,3,6,3,11,0,1,48,6,8.38,80,0.0,Low
8439,1964,Graduation,Together,63404.0,0,2,2014-06-06,97,734,26,70,11,44,17,2,6,3,4,4,3,11,0,2,61,13,71.46,97,0.01,Medium
762,1981,2n Cycle,Together,75774.0,1,0,2014-05-02,27,340,21,134,258,14,56,1,7,5,8,4,3,11,0,1,44,20,103.23,27,0.01,Medium
2831,1976,Graduation,Together,78416.0,0,1,2014-06-27,99,453,38,279,188,38,183,2,7,7,10,3,3,11,0,1,49,24,136.6,99,0.02,Medium
6977,1974,Graduation,Together,75702.0,0,1,2012-10-14,87,1073,0,629,145,37,37,1,10,5,13,6,3,11,0,1,51,28,64.63,87,0.03,Medium
6289,1951,Graduate,Together,59385.0,1,1,2013-04-28,85,135,0,10,0,4,36,2,3,1,4,5,3,11,0,2,74,8,1.7,85,0.0,Low
4168,1966,Graduation,Single,37070.0,1,1,2013-03-20,30,231,7,137,4,15,39,9,5,1,8,7,3,11,1,2,59,14,24.87,30,0.01,Low
8397,1951,Graduation,Married,44689.0,1,1,2014-01-10,82,18,0,5,0,0,11,2,1,1,2,7,3,11,0,2,74,4,0.19,82,0.0,Low
9284,1958,Graduation,Together,53977.0,0,1,2013-06-08,21,620,16,165,0,24,82,5,5,5,12,5,3,11,0,1,67,22,46.11,21,0.02,Low
6237,1966,Doctorate,Single,7144.0,0,2,2013-12-07,92,81,4,33,5,2,291,0,23,1,1,0,3,11,0,2,59,25,10.89,92,0.06,Very Low
3130,1964,Graduation,Single,18701.0,1,1,2013-06-04,95,12,4,2,10,6,10,4,2,0,4,5,3,11,0,2,61,6,12.07,95,0.0,Very Low
1619,1956,Graduation,Married,90369.0,0,0,2014-04-28,2,292,51,981,224,23,17,1,4,6,6,1,3,11,1,0,69,16,190.8,2,0.02,High
1990,1974,Doctorate,Single,63159.0,0,0,2012-11-05,74,965,34,586,89,86,37,1,3,5,8,3,3,11,0,0,51,16,136.17,74,0.03,Medium
5513,1966,Graduation,Together,37758.0,1,1,2012-10-04,49,27,2,10,0,0,1,2,1,0,3,8,3,11,0,2,59,4,4.37,49,0.0,Low
269,1963,Doctorate,Single,46757.0,0,1,2012-11-16,71,777,30,163,0,51,122,6,4,4,7,9,3,11,0,1,62,15,83.04,71,0.02,Low
8093,1969,Graduate,Married,79734.0,0,0,2014-06-28,72,572,8,232,23,62,17,1,4,3,6,1,3,11,0,0,56,13,49.86,72,0.01,Medium
10513,1992,Graduation,Together,63207.0,0,0,2013-01-20,68,438,169,565,91,169,70,1,2,3,6,7,3,11,0,0,33,11,433.46,68,0.02,Medium
10177,1954,Graduation,Divorced,72071.0,0,1,2013-02-14,4,531,69,300,150,138,150,3,5,4,8,2,3,11,0,1,71,17,225.11,4,0.02,Medium
2549,1983,Doctorate,Together,21840.0,1,0,2013-07-21,80,17,0,9,0,0,1,1,1,0,3,9,3,11,0,1,42,4,0.33,80,0.0,Very Low
5782,1982,2n Cycle,Together,58582.0,0,1,2013-09-28,15,402,35,106,101,77,42,2,9,2,9,5,3,11,0,1,43,20,119.79,15,0.01,Low
10057,1951,Graduation,Single,72282.0,0,0,2013-07-19,70,503,27,419,90,139,153,1,5,7,9,7,3,11,1,0,74,21,133.85,70,0.02,Medium
10307,1956,Graduation,Married,50387.0,0,2,2013-08-31,91,369,9,87,12,14,34,3,6,2,8,5,3,11,0,2,69,16,28.29,91,0.01,Low
8566,1961,Doctorate,Together,32583.0,1,1,2014-06-15,10,5,0,3,0,0,1,1,1,0,2,7,3,11,0,2,64,3,0.11,10,0.0,Low
2415,1962,Graduation,Together,62568.0,0,1,2014-04-07,99,362,17,398,80,35,61,3,5,3,5,4,3,11,0,1,63,13,76.41,99,0.02,Medium
5684,1971,Graduate,Divorced,44635.0,1,1,2013-10-11,25,56,0,9,0,0,3,2,2,0,3,7,3,11,0,2,54,5,0.33,25,0.0,Low
8334,1971,Graduate,Single,33316.0,1,1,2013-10-04,34,79,1,31,4,4,12,3,2,1,4,6,3,11,0,2,54,7,5.28,34,0.0,Low
9166,1968,Graduation,Married,63967.0,0,1,2013-08-09,57,387,84,141,73,35,162,3,4,4,12,2,3,11,0,1,57,20,199.49,57,0.01,Medium
1440,1978,2n Cycle,Together,52513.0,0,0,2012-09-04,84,367,17,241,104,188,232,2,9,5,9,7,3,11,0,0,47,23,126.39,84,0.02,Low
78,1969,Graduation,Married,25293.0,1,0,2013-09-15,51,15,0,11,0,2,9,1,1,1,2,8,3,11,0,1,56,4,1.07,51,0.0,Very Low
5441,1965,Doctorate,Widow,54111.0,0,1,2013-08-25,97,267,6,54,8,3,50,2,5,2,6,5,3,11,0,1,60,13,16.6,97,0.01,Low
5302,1986,Graduation,Together,78394.0,0,0,2013-02-15,13,298,27,697,216,24,166,1,4,6,5,2,3,11,1,0,39,15,131.01,13,0.02,Medium
4687,1958,Graduate,Married,80739.0,0,0,2013-05-23,92,674,92,736,39,0,92,1,3,11,9,1,3,11,0,0,67,23,219.06,92,0.02,Medium
1087,1975,Graduate,Together,22669.0,1,0,2013-05-22,30,16,14,36,37,22,48,3,4,1,2,9,3,11,1,1,50,7,44.07,30,0.01,Very Low
6859,1987,Graduation,Single,29236.0,1,0,2013-10-08,30,37,4,24,16,9,9,2,4,0,3,9,3,11,0,1,38,7,15.09,30,0.0,Very Low
9860,1959,Graduation,Together,44911.0,0,1,2013-03-15,11,159,0,22,2,1,31,3,4,1,4,7,3,11,0,1,66,9,1.55,11,0.0,Low
7129,1962,Doctorate,Married,54693.0,0,1,2013-02-17,72,686,17,142,23,26,35,8,6,4,13,6,3,11,0,1,63,23,52.53,72,0.02,Low
5866,1974,Graduation,Together,48186.0,1,0,2014-03-20,39,97,3,66,12,7,34,3,4,1,4,7,3,11,0,1,51,9,13.18,39,0.0,Low
10521,1977,Graduation,Married,54809.0,1,1,2013-09-11,0,63,6,57,13,13,22,4,2,1,5,4,3,11,1,2,48,8,21.04,0,0.0,Low
7393,1978,Graduation,Together,41580.0,1,1,2012-12-10,15,56,5,24,4,0,3,3,2,1,3,5,3,11,0,2,47,6,11.69,15,0.0,Low
7849,1970,Doctorate,Married,80336.0,0,0,2013-09-09,12,209,19,456,160,142,66,1,2,9,13,1,3,11,0,0,55,24,134.22,12,0.01,Medium
332,1957,Graduation,Married,47743.0,0,1,2013-03-22,56,198,2,43,0,12,20,3,4,1,6,6,3,11,0,1,68,11,9.59,56,0.01,Low
9847,1955,2n Cycle,Married,62972.0,0,1,2012-08-03,39,313,15,47,20,0,192,2,7,4,3,6,3,11,0,1,70,14,35.74,39,0.01,Medium
531,1954,Doctorate,Divorced,57333.0,0,1,2012-09-22,55,941,14,397,76,58,176,11,8,5,9,6,3,11,1,1,71,22,77.24,55,0.03,Low
9576,1982,Doctorate,Together,32313.0,1,0,2013-02-11,60,86,4,56,2,4,7,3,4,0,4,9,3,11,0,1,43,8,11.81,60,0.0,Low
6906,1953,Graduate,Widow,84953.0,0,0,2013-06-03,73,167,48,602,63,72,72,1,3,10,4,2,3,11,1,0,72,17,154.9,73,0.01,Medium
7419,1968,Graduate,Divorced,27071.0,1,0,2014-04-23,90,8,3,19,0,2,3,2,2,0,3,6,3,11,0,1,57,5,7.37,90,0.0,Very Low
3170,1957,Graduate,Together,68148.0,0,0,2013-08-31,86,389,66,408,37,57,85,1,4,4,6,2,3,11,0,0,68,14,173.51,86,0.02,Medium
8527,1965,Graduate,Together,65735.0,1,1,2013-12-07,37,239,7,119,4,15,11,5,6,2,6,7,3,11,0,2,60,14,24.21,37,0.01,Medium
7872,1975,Doctorate,Married,86836.0,0,0,2012-09-12,7,179,21,273,0,21,63,1,6,10,6,5,3,11,1,0,50,22,59.11,7,0.01,Medium
9931,1963,Doctorate,Married,4023.0,1,1,2014-06-23,29,5,0,1,1,1,1,15,0,0,0,19,3,11,0,2,62,0,0.57,29,0.0,Very Low
10595,1990,Graduation,Married,30093.0,0,0,2013-07-08,19,2,6,28,13,4,16,1,2,0,3,7,3,11,0,0,35,5,16.97,19,0.0,Low
4609,1966,Doctorate,Married,57705.0,0,1,2014-01-11,14,383,0,53,6,4,40,3,8,1,6,6,3,11,0,1,59,15,4.5,14,0.01,Low
5010,1988,Graduation,Single,25008.0,1,0,2014-02-02,72,2,8,8,6,1,9,2,1,0,3,8,3,11,0,1,37,4,17.83,72,0.0,Very Low
4427,1995,2n Cycle,Single,83257.0,0,0,2012-09-18,56,536,27,590,38,107,67,1,5,10,12,6,3,11,1,0,30,27,119.12,56,0.02,Medium
11148,1975,Graduation,Together,22280.0,1,0,2013-05-19,85,2,1,4,3,1,2,1,1,0,2,8,3,11,0,1,50,3,3.08,85,0.0,Very Low
1168,1978,Doctorate,Married,72159.0,0,0,2012-10-29,62,322,53,899,34,40,53,1,4,6,10,2,3,11,0,0,47,20,159.43,62,0.02,Medium
9595,1961,Graduation,Together,64260.0,0,0,2013-01-11,1,539,169,816,20,0,30,1,4,5,4,3,3,11,1,0,64,13,372.22,1,0.02,Medium
10163,1984,Doctorate,Single,82733.0,0,0,2013-09-10,28,712,50,420,65,38,38,1,8,4,7,4,3,11,1,0,41,19,141.22,28,0.02,Medium
2886,1971,Graduate,Divorced,74290.0,0,1,2013-08-12,70,1121,0,72,0,12,12,4,10,8,10,6,3,11,0,1,54,28,6.67,70,0.02,Medium
6710,1951,Graduate,Single,58217.0,2,1,2012-11-17,84,68,1,13,3,5,13,1,2,0,4,6,3,11,0,3,74,6,4.75,84,0.0,Low
5316,1976,Graduate,Together,21024.0,0,0,2013-07-04,89,36,4,18,6,2,18,1,2,0,4,7,3,11,0,0,49,6,10.53,89,0.0,Very Low
9029,1972,Doctorate,Married,70116.0,0,0,2013-01-26,73,707,44,603,95,58,29,1,2,8,12,1,3,11,0,0,53,22,148.67,73,0.02,Medium
521,1985,Graduation,Together,54006.0,1,0,2012-09-18,42,174,77,203,6,24,97,2,8,1,7,7,3,11,0,1,40,16,170.72,42,0.01,Low
1459,1966,Doctorate,Married,69063.0,0,1,2012-11-07,16,666,35,124,69,8,26,1,5,3,5,3,3,11,0,1,59,13,91.06,16,0.01,Medium
10241,1975,2n Cycle,Divorced,11448.0,0,0,2013-12-15,16,0,0,0,6,2,6,1,1,0,2,6,3,11,0,0,50,3,1.87,16,0.0,Very Low
1630,1979,Graduation,Single,61825.0,0,1,2013-08-07,56,162,50,100,55,30,27,1,4,2,8,4,3,11,0,1,46,14,124.7,56,0.01,Medium
3254,1971,Graduation,Married,70886.0,1,0,2013-10-14,65,407,70,239,103,88,53,1,5,4,4,2,3,11,0,1,54,13,198.79,65,0.01,Medium
9064,1982,Graduation,Married,69109.0,0,0,2012-11-09,10,823,25,459,124,29,95,1,6,6,7,4,3,11,1,0,43,19,101.47,10,0.02,Medium
3678,1973,Graduation,Widow,60208.0,1,1,2012-10-07,13,488,23,71,15,0,59,11,8,3,7,7,3,11,1,2,52,18,51.63,13,0.01,Medium
4227,1968,Graduate,Together,32889.0,1,1,2013-09-06,78,28,0,13,4,2,8,3,2,1,3,5,3,11,0,2,57,6,1.95,78,0.0,Low
9467,1984,Graduation,Single,34738.0,1,0,2014-05-11,51,3,2,10,3,0,2,1,1,0,3,6,3,11,0,1,41,4,4.97,51,0.0,Low
8486,1971,Graduate,Together,30538.0,1,0,2012-10-01,27,284,0,52,8,3,20,4,9,0,4,10,3,11,0,1,54,13,4.53,27,0.01,Low
2186,1977,2n Cycle,Together,82326.0,0,0,2014-03-10,30,938,142,754,159,81,183,1,5,10,6,2,3,11,1,0,48,21,370.73,30,0.03,Medium
3286,1967,Doctorate,Divorced,26642.0,1,0,2014-03-01,71,13,2,15,2,2,8,2,2,0,3,6,3,11,0,1,58,5,5.62,71,0.0,Very Low
8602,1964,Graduation,Divorced,69932.0,0,1,2013-06-12,97,412,172,153,150,105,57,2,7,6,11,4,3,11,0,1,61,24,414.67,97,0.02,Medium
3722,1972,Graduation,Single,44503.0,1,1,2014-04-16,83,31,1,8,0,0,8,2,2,0,3,6,3,11,0,2,53,5,2.3,83,0.0,Low
6715,1948,Doctorate,Single,60200.0,0,1,2013-01-02,3,502,19,132,0,6,26,6,6,2,11,6,3,11,0,1,77,19,44.89,3,0.01,Medium
4796,1952,Graduation,Divorced,49638.0,0,1,2014-04-19,71,18,10,3,3,5,0,1,1,0,3,2,3,11,0,1,73,4,22.38,71,0.0,Low
9612,1987,2n Cycle,Single,23830.0,0,0,2014-02-07,3,1,8,6,4,8,16,1,1,0,3,7,3,11,0,0,38,4,19.69,3,0.0,Very Low
3766,1959,Graduate,Widow,33051.0,0,0,2012-08-16,15,100,71,243,108,94,219,3,9,1,8,9,3,11,1,0,66,18,203.93,15,0.03,Low
1399,1958,Graduation,Married,72905.0,0,0,2014-01-21,52,407,114,445,181,165,203,1,3,7,9,1,3,11,0,0,67,19,335.68,52,0.02,Medium
1570,1951,Doctorate,Together,69702.0,0,1,2013-02-19,8,664,9,240,50,19,57,2,7,7,10,4,3,11,0,1,74,24,43.22,8,0.01,Medium
3426,1975,Graduation,Divorced,70300.0,1,0,2013-07-15,89,1045,61,338,60,46,46,3,5,5,13,8,3,11,0,1,50,23,161.85,89,0.02,Medium
3074,1984,Doctorate,Married,70643.0,0,0,2012-10-15,66,1218,107,304,23,143,33,1,5,8,4,6,3,11,1,0,41,17,277.53,66,0.03,Medium
8341,1969,Doctorate,Married,30396.0,1,0,2014-04-30,22,15,0,6,0,1,12,2,1,1,2,7,3,11,1,1,56,4,0.56,22,0.0,Low
5180,1968,Doctorate,Divorced,50616.0,0,1,2014-04-18,56,128,0,16,0,1,4,2,4,0,4,7,3,11,0,1,57,8,0.93,56,0.0,Low
6461,1969,Graduate,Single,62772.0,0,1,2013-05-19,74,581,49,157,43,8,108,1,5,6,11,2,3,11,0,1,56,22,115.08,74,0.02,Medium
7679,1985,Doctorate,Single,30298.0,0,0,2014-05-19,48,6,3,12,6,1,0,1,1,1,3,3,3,11,0,0,40,5,7.98,48,0.0,Low
10702,1984,Graduation,Single,52413.0,1,0,2012-11-03,67,185,8,133,56,56,12,2,7,1,7,7,3,11,0,1,41,15,50.79,67,0.01,Low
7505,1957,Doctorate,Married,44155.0,1,1,2014-01-19,24,22,1,9,0,0,14,1,1,1,2,4,3,11,0,2,68,4,2.33,24,0.0,Low
5113,1971,Doctorate,Divorced,86979.0,0,0,2013-11-07,67,584,100,835,65,83,35,1,5,5,5,2,3,11,1,0,54,15,271.59,67,0.02,Medium
10858,1975,Graduation,Together,76532.0,1,1,2013-09-09,38,355,30,177,90,138,30,4,9,5,7,5,3,11,0,2,50,21,130.56,38,0.01,Medium
