Year,Country,Avg_Temperature_degC,CO2_Emissions_tons_per_capita,Sea_Level_Rise_mm,Rainfall_mm,Population,Renewable_Energy_pct,Extreme_Weather_Events,Forest_Area_pct,Decade,Total_CO2_Emissions,Renewable_to_Emission_Ratio,Weather_Risk_Level,Forest_Change_Rate,Temperature_Change,Norm_Temp,Norm_Sea,Norm_Events,Climate_Impact_Score
2010,Mexico,33.8,4.0,1.6,2561.0,1185883781,43.5,9,57.4,2010,4743535124.0,10.87497281256797,Faible,38.7,25.499999999999996,0.963210702341137,0.15000000000000002,0.6428571428571428,0.5853559483994266
2010,Mexico,31.0,16.6,2.9,1532.0,1388289771,48.9,8,40.8,2010,23045610198.600002,2.945781357963037,Faible,-16.6,-2.799999999999997,0.8695652173913043,0.475,0.5714285714285714,0.6386645962732919
2011,Mexico,11.1,16.8,2.7,1099.0,250843348,8.2,5,33.4,2010,4214168246.4,0.48809494756253113,Faible,-7.399999999999999,-19.9,0.20401337792642138,0.42500000000000004,0.3571428571428571,0.32871874502309284
2011,Mexico,23.3,2.3,1.4,2976.0,877150174,25.7,0,58.3,2010,2017445400.1999998,11.173864461458864,Faible,24.9,12.200000000000001,0.6120401337792643,0.09999999999999998,0.0,0.23734671125975473
2011,Mexico,6.1,18.4,3.5,1217.0,1120735671,6.3,11,38.4,2010,20621536346.399998,0.3423911182656966,Modéré,-19.9,-17.200000000000003,0.03678929765886285,0.625,0.7857142857142857,0.4825011944577162
2011,Mexico,29.1,0.8,4.5,2818.0,955410877,33.3,8,36.2,2010,764328701.6,41.624479694003824,Faible,-2.1999999999999957,23.0,0.8060200668896321,0.875,0.5714285714285714,0.7508162127727346
2011,Mexico,17.4,15.6,1.5,2451.0,1333450369,27.4,5,29.4,2010,20801825756.399998,1.7564091305069676,Faible,-6.800000000000004,-11.700000000000003,0.4147157190635451,0.125,0.3571428571428571,0.2989528587354674
2012,Mexico,8.2,16.9,3.2,2708.0,324319642,13.6,2,51.2,2010,5481001949.799999,0.8047332516371293,Faible,21.800000000000004,-9.2,0.10702341137123744,0.55,0.14285714285714285,0.2666268514094601
2012,Mexico,26.8,12.1,4.4,1223.0,76892270,42.1,7,33.4,2010,930396467.0,3.479335967490936,Faible,-17.800000000000004,18.6,0.7290969899665551,0.8500000000000001,0.5,0.6930323299888518
2013,Mexico,22.1,5.7,1.5,1006.0,157599009,24.9,10,47.6,2010,898314351.3000001,4.368413388748441,Modéré,14.200000000000003,-4.699999999999999,0.5719063545150502,0.125,0.7142857142857142,0.4703973562669215
2013,Mexico,17.7,3.5,1.8,2656.0,664661890,37.5,14,62.9,2010,2326316615.0,10.714255102128279,Modéré,15.299999999999997,-4.400000000000002,0.4247491638795986,0.2,1.0,0.5415830546265329
2014,Mexico,33.6,15.8,3.9,1184.0,22094509,31.4,4,54.3,2010,349093242.2,1.9873405143414464,Faible,-8.600000000000001,15.900000000000002,0.9565217391304347,0.725,0.2857142857142857,0.6557453416149067
2014,Mexico,28.0,16.2,2.1,2203.0,590386085,41.2,2,53.8,2010,9564254577.0,2.5432083066615396,Faible,-0.5,-5.600000000000001,0.7692307692307692,0.275,0.14285714285714285,0.3956959706959706
2014,Mexico,20.8,17.5,4.6,1398.0,936223565,15.7,11,63.1,2010,16383912387.5,0.8971423444900889,Modéré,9.300000000000004,-7.199999999999999,0.5284280936454849,0.8999999999999999,0.7857142857142857,0.7380474597865901
2015,Mexico,18.5,10.2,1.4,1840.0,672570272,38.4,10,53.9,2010,6860216774.4,3.76470219146844,Modéré,-9.200000000000003,-2.3000000000000007,0.45150501672240795,0.09999999999999998,0.7142857142857142,0.421930243669374
2015,Mexico,8.4,14.1,4.1,1194.0,627755536,43.7,0,69.5,2010,8851353057.6,3.099288582064836,Faible,15.600000000000001,-10.1,0.11371237458193978,0.7749999999999999,0.0,0.2962374581939799
2016,Mexico,10.4,18.5,1.1,528.0,935911975,28.3,2,56.3,2010,17314371537.5,1.5297289028492418,Faible,-13.200000000000003,2.0,0.1806020066889632,0.025000000000000022,0.14285714285714285,0.11615304984870202
2016,Mexico,18.4,16.2,3.9,1165.0,1270499456,40.6,0,44.9,2010,20582091187.2,2.5061712924868567,Faible,-11.399999999999999,7.999999999999998,0.4481605351170568,0.725,0.0,0.39105351170568553
2017,Mexico,9.5,3.8,3.4,1577.0,1216476753,48.2,1,63.7,2010,4622611661.4,12.684177146902247,Faible,18.800000000000004,-8.899999999999999,0.1505016722408027,0.6,0.07142857142857142,0.27397674788979137
2017,Mexico,31.9,14.8,2.2,1812.0,1095137353,45.8,0,43.4,2010,16208032824.400002,3.0945925036537134,Faible,-20.300000000000004,22.4,0.8996655518394648,0.30000000000000004,0.0,0.3998885172798216
2017,Mexico,25.7,3.5,2.8,1017.0,761831829,35.2,9,12.0,2010,2666411401.5,10.057114122531079,Faible,-31.4,-6.199999999999999,0.6923076923076923,0.44999999999999996,0.6428571428571428,0.595054945054945
2017,Mexico,25.6,3.3,2.1,2831.0,1357107613,32.7,10,64.8,2010,4478455122.9,9.909060881633692,Modéré,52.8,-0.09999999999999787,0.6889632107023411,0.275,0.7142857142857142,0.5594163083293519
2018,Mexico,15.9,7.2,2.8,2817.0,461954875,8.7,0,12.1,2010,3326075100.0,1.2083316550949235,Faible,-52.699999999999996,-9.700000000000001,0.36454849498327757,0.44999999999999996,0.0,0.2715161649944258
2018,Mexico,27.8,11.3,2.5,1672.0,199412389,33.6,11,55.5,2010,2253359995.7000003,2.973448696063101,Modéré,43.4,11.9,0.7625418060200668,0.375,0.7857142857142857,0.6410853639114508
2019,Mexico,28.6,2.5,3.8,1911.0,1121338990,29.9,10,60.4,2010,2803347475.0,11.959952160191358,Modéré,4.899999999999999,0.8000000000000007,0.7892976588628763,0.7,0.7142857142857142,0.7345277910495301
2019,Mexico,6.9,2.7,4.7,2794.0,782955174,34.3,11,27.9,2010,2113978969.8000002,12.703656653123504,Modéré,-32.5,-21.700000000000003,0.06354515050167225,0.925,0.7857142857142857,0.5914198120719859
2019,Mexico,29.2,8.4,3.7,1769.0,1166786685,30.1,9,64.2,2010,9801008154.0,3.583329067465396,Faible,36.300000000000004,22.299999999999997,0.8093645484949832,0.675,0.6428571428571428,0.7090738971173755
2020,Mexico,20.2,15.4,2.2,1478.0,30190953,14.3,12,47.9,2020,464940676.2,0.92857082560336,Modéré,-16.300000000000004,-9.0,0.5083612040133779,0.30000000000000004,0.8571428571428571,0.5551680203854117
2021,Mexico,29.5,6.0,1.4,1875.0,153653744,5.8,13,55.9,2020,921922464.0,0.9666650555582408,Modéré,8.0,9.3,0.8193979933110368,0.09999999999999998,0.9285714285714285,0.6159898072941551
2021,Mexico,31.5,8.4,3.3,914.0,1082464871,42.2,14,35.9,2020,9092704916.4,5.02380354309102,Modéré,-20.0,2.0,0.8862876254180602,0.575,1.0,0.8204292084726866
2021,Mexico,34.3,2.3,3.4,651.0,1001208309,43.9,7,22.3,2020,2302779110.7,19.086873535332455,Faible,-13.599999999999998,2.799999999999997,0.9799331103678929,0.6,0.5,0.6933110367892977
2021,Mexico,34.2,19.8,4.6,2251.0,749585197,9.0,10,39.9,2020,14841786900.6,0.4545452249771591,Modéré,17.599999999999998,-0.09999999999999432,0.9765886287625419,0.8999999999999999,0.7142857142857142,0.8636247810160853
2022,Mexico,22.4,18.9,2.0,844.0,722568466,7.3,2,32.6,2020,13656544007.4,0.38624318188191437,Faible,-7.299999999999997,-11.800000000000004,0.5819397993311036,0.25,0.14285714285714285,0.32493231406274886
2022,Mexico,34.0,6.8,3.0,2991.0,1229940655,26.8,6,17.6,2020,8363596454.0,3.9411706747490083,Faible,-15.0,11.600000000000001,0.9698996655518394,0.5,0.42857142857142855,0.6328236980410893
2023,Mexico,28.5,10.9,3.7,2963.0,880619657,27.5,0,35.7,2020,9598754261.300001,2.5229334651986557,Faible,18.1,-5.5,0.785953177257525,0.675,0.0,0.486984392419175
2023,Mexico,11.5,8.6,1.8,582.0,866432043,8.8,3,13.2,2020,7451315569.799999,1.0232546241225302,Faible,-22.500000000000004,-17.0,0.21739130434782605,0.2,0.21428571428571427,0.2105590062111801
2000,Russia,6.9,4.0,4.8,560.0,1051785465,32.3,5,26.9,2000,4207141860.0,8.074979812550469,Faible,,,0.06354515050167225,0.95,0.3571428571428571,0.45689600254817647
2000,Russia,15.1,15.8,5.0,1138.0,242436875,37.6,1,52.4,2000,3830502625.0,2.3797453292751083,Faible,25.5,8.2,0.3377926421404682,1.0,0.07142857142857142,0.4697404045230132
2001,Russia,19.4,3.0,3.0,839.0,1035525610,49.1,7,66.5,2000,3106576830.0,16.366612111292962,Faible,14.100000000000001,4.299999999999999,0.48160535117056846,0.5,0.5,0.4938684503901895
2001,Russia,33.9,12.6,4.8,1707.0,877308425,6.7,9,21.0,2000,11054086155.0,0.5317456097257066,Faible,-45.5,14.5,0.9665551839464882,0.95,0.6428571428571428,0.8531374422678769
2002,Russia,26.4,6.9,2.1,2393.0,29715260,36.9,1,53.0,2000,205035294.0,5.347818336495164,Faible,32.0,-7.5,0.7157190635451505,0.275,0.07142857142857142,0.3540492116579073
2002,Russia,32.6,3.4,1.2,1891.0,367347075,36.5,2,54.1,2000,1248980055.0,10.735262543345462,Faible,1.1000000000000014,6.200000000000003,0.923076923076923,0.04999999999999999,0.14285714285714285,0.37197802197802193
2002,Russia,24.3,7.6,3.0,994.0,12811984,16.6,4,67.7,2000,97371078.39999999,2.1842076523583525,Faible,13.600000000000001,-8.3,0.6454849498327759,0.5,0.2857142857142857,0.4770664118490206
2002,Russia,24.6,1.1,2.7,2800.0,216501490,27.2,14,12.8,2000,238151639.00000003,24.72704793592785,Modéré,-54.900000000000006,0.3000000000000007,0.6555183946488294,0.42500000000000004,1.0,0.6935061315496099
2002,Russia,21.2,8.8,4.0,2606.0,542400855,19.4,14,49.6,2000,4773127524.0,2.2045429493830118,Modéré,36.8,-3.400000000000002,0.5418060200668896,0.75,1.0,0.7639353400222966
2002,Russia,17.4,16.6,1.6,1301.0,583661545,47.7,4,27.5,2000,9688781647.0,2.87349224488419,Faible,-22.1,-3.8000000000000007,0.4147157190635451,0.15000000000000002,0.2857142857142857,0.2834766682592769
2002,Russia,23.1,5.7,4.7,1484.0,246218329,13.4,2,29.7,2000,1403444475.3,2.3508730686437396,Faible,2.1999999999999993,5.700000000000003,0.6053511705685619,0.925,0.14285714285714285,0.5577361044752349
2002,Russia,27.2,3.6,4.8,1729.0,1117841407,28.5,2,34.9,2000,4024229065.2000003,7.916644675987011,Faible,5.199999999999999,4.099999999999998,0.7424749163879598,0.95,0.14285714285714285,0.6117773530817009
2003,Russia,19.5,17.9,3.1,743.0,507687964,15.5,10,38.1,2000,9087614555.599998,0.8659213039545789,Modéré,3.200000000000003,-7.699999999999999,0.48494983277591974,0.525,0.7142857142857142,0.574745182353878
2003,Russia,7.9,2.0,4.3,2271.0,885787660,23.3,12,62.0,2000,1771575320.0,11.649941750291248,Modéré,23.9,-11.6,0.09698996655518394,0.825,0.8571428571428571,0.5930442745660137
2003,Russia,21.3,11.5,4.9,995.0,1095475598,16.3,8,51.7,2000,12597969377.0,1.4173900718347203,Faible,-10.299999999999997,13.4,0.5451505016722408,0.9750000000000001,0.5714285714285714,0.6971930243669373
2004,Russia,30.6,2.9,3.1,1250.0,355055964,12.0,8,24.9,2000,1029662295.6,4.137916765804256,Faible,-26.800000000000004,9.3,0.8561872909698997,0.525,0.5714285714285714,0.6508719541328237
2004,Russia,33.4,2.8,2.5,2679.0,1084717946,45.2,5,51.0,2000,3037210248.7999997,16.142799490001824,Faible,26.1,2.799999999999997,0.9498327759197324,0.375,0.3571428571428571,0.5606585443541965
2005,Russia,22.3,1.1,2.0,2660.0,484197278,39.5,12,34.3,2000,532617005.8000001,35.90876446577758,Modéré,-16.700000000000003,-11.099999999999998,0.5785953177257525,0.25,0.8571428571428571,0.5619127249562031
2005,Russia,8.8,2.1,3.6,555.0,1344684674,47.1,14,43.1,2000,2823837815.4,22.42846462635892,Modéré,8.800000000000004,-13.5,0.1270903010033445,0.65,1.0,0.5923634336677815
2006,Russia,18.5,7.1,1.4,1935.0,759565231,11.4,7,29.5,2000,5392913140.099999,1.6056315413640265,Faible,-13.600000000000001,9.7,0.45150501672240795,0.09999999999999998,0.5,0.3505016722408027
2006,Russia,24.8,4.0,3.3,2222.0,1307076526,15.8,14,33.9,2000,5228306104.0,3.949990125024688,Modéré,4.399999999999999,6.300000000000001,0.6622073578595318,0.575,1.0,0.7457357859531774
2006,Russia,29.7,8.3,2.8,1229.0,788798529,42.2,0,17.8,2000,6547027790.700001,5.084331223697321,Faible,-16.099999999999998,4.899999999999999,0.826086956521739,0.44999999999999996,0.0,0.4253623188405797
2007,Russia,14.9,6.3,3.2,2807.0,1364174738,46.7,2,55.6,2000,8594300849.4,7.412686646529133,Faible,37.8,-14.799999999999999,0.3311036789297659,0.55,0.14285714285714285,0.3413202739289696
2007,Russia,23.1,2.8,3.1,2054.0,61974096,14.5,6,51.7,2000,173527468.79999998,5.178552933739523,Faible,-3.8999999999999986,8.200000000000001,0.6053511705685619,0.525,0.42857142857142855,0.5196408663799968
2007,Russia,25.4,10.8,4.4,1582.0,1038917176,12.6,11,54.9,2000,11220305500.800001,1.1666655864207534,Modéré,3.1999999999999957,2.299999999999997,0.6822742474916387,0.8500000000000001,0.7857142857142857,0.7726628444019749
2007,Russia,24.9,12.4,4.3,1450.0,1397016073,39.7,12,66.5,2000,17322999305.2,3.2016103212819993,Modéré,11.600000000000001,-0.5,0.6655518394648828,0.825,0.8571428571428571,0.7825648988692467
2007,Russia,32.7,17.6,4.0,1098.0,414805054,38.3,14,59.6,2000,7300568950.400001,2.17613512719595,Modéré,-6.899999999999999,7.800000000000004,0.9264214046822742,0.75,1.0,0.8921404682274248
2008,Russia,34.2,13.0,4.5,847.0,1031018863,39.3,11,14.8,2000,13403245219.0,3.023074597634925,Modéré,-44.8,1.5,0.9765886287625419,0.875,0.7857142857142857,0.8791009714922758
2008,Russia,15.0,17.5,3.6,2769.0,1046546091,9.9,8,27.4,2000,18314556592.5,0.5657139624491644,Faible,12.599999999999998,-19.200000000000003,0.33444816053511706,0.65,0.5714285714285714,0.5186255773212295
2008,Russia,12.6,0.6,3.8,678.0,1184550275,47.0,14,67.5,2000,710730165.0,78.33202779953669,Modéré,40.1,-2.4000000000000004,0.25418060200668896,0.7,1.0,0.6513935340022297
2008,Russia,22.9,10.1,1.9,866.0,268168851,29.5,2,60.4,2000,2708505395.1,2.9207891873374385,Faible,-7.100000000000001,10.299999999999999,0.5986622073578595,0.22499999999999998,0.14285714285714285,0.3221731167383341
2008,Russia,30.0,16.3,2.2,1723.0,1362092917,16.1,11,10.9,2000,22202114547.100002,0.9877294553807023,Modéré,-49.5,7.100000000000001,0.8361204013377926,0.30000000000000004,0.7857142857142857,0.6406115623506928
2008,Russia,16.7,7.8,2.0,1030.0,725773318,16.1,3,38.1,2000,5661031880.4,2.0640999178206183,Faible,27.200000000000003,-13.3,0.3913043478260869,0.25,0.21428571428571427,0.2851966873706004
2009,Russia,24.6,13.2,4.6,1689.0,925981847,8.7,12,34.6,2000,12222960380.4,0.6590904097799926,Modéré,-3.5,7.900000000000002,0.6555183946488294,0.8999999999999999,0.8571428571428571,0.8042204172638955
2009,Russia,27.5,12.4,1.1,1058.0,1142110790,19.9,14,65.9,2000,14162173796.0,1.604837415453697,Modéré,31.300000000000004,2.8999999999999986,0.7525083612040133,0.025000000000000022,1.0,0.5925027870680045
2010,Russia,28.2,8.3,4.9,1764.0,147628865,6.0,3,13.3,2010,1225319579.5,0.7228906953124152,Faible,-52.60000000000001,0.6999999999999993,0.7759197324414715,0.9750000000000001,0.21428571428571427,0.6550684822423952
2010,Russia,11.5,14.0,3.4,1796.0,620506174,27.3,1,18.0,2010,8687086436.0,1.9499986071438522,Faible,4.699999999999999,-16.7,0.21739130434782605,0.6,0.07142857142857142,0.2962732919254658
2011,Russia,23.2,1.8,4.7,2157.0,1034642225,11.5,5,31.8,2010,1862356005.0,6.388853395258915,Faible,13.8,11.7,0.608695652173913,0.925,0.3571428571428571,0.63027950310559
2011,Russia,11.9,10.9,2.6,1910.0,874974281,44.3,11,59.6,2010,9537219662.9,4.064216454847289,Modéré,27.8,-11.299999999999999,0.23076923076923078,0.4,0.7857142857142857,0.4721611721611721
2011,Russia,8.7,1.8,2.5,584.0,117422206,41.1,5,61.0,2010,211359970.8,22.83320648218621,Faible,1.3999999999999986,-3.200000000000001,0.12374581939799328,0.375,0.3571428571428571,0.28529622551361683
2011,Russia,15.1,6.2,4.3,2829.0,798368160,20.2,12,38.6,2010,4949882592.0,3.25805926119474,Modéré,-22.4,6.4,0.3377926421404682,0.825,0.8571428571428571,0.6733118330944418
2012,Russia,17.4,8.1,4.3,2806.0,1085609772,41.5,2,22.8,2010,8793439153.199999,5.12345046487597,Faible,-15.8,2.299999999999999,0.4147157190635451,0.825,0.14285714285714285,0.4608576206402293
2013,Russia,9.3,9.4,4.2,2796.0,27559312,33.2,4,10.4,2010,259057532.8,3.531911136264749,Faible,-12.4,-8.099999999999998,0.14381270903010035,0.8,0.2857142857142857,0.40984233158146205
2013,Russia,5.3,11.3,4.2,2490.0,892723644,28.0,10,18.7,2010,10087777177.2,2.4778739133859173,Modéré,8.299999999999999,-4.000000000000001,0.010033444816053505,0.8,0.7142857142857142,0.5081063863672559
2013,Russia,28.2,8.9,2.4,2621.0,333480086,41.3,6,34.2,2010,2967972765.4,4.640444224219973,Faible,15.500000000000004,22.9,0.7759197324414715,0.35,0.42857142857142855,0.5181637203376334
2013,Russia,16.2,12.7,1.8,1228.0,197145427,10.9,14,58.6,2010,2503746922.9,0.8582670407346137,Modéré,24.4,-12.0,0.3745819397993311,0.2,1.0,0.524860646599777
2014,Russia,9.4,9.7,4.5,1446.0,513004938,24.0,5,51.4,2010,4976147898.599999,2.474224253377059,Faible,-7.200000000000003,-6.799999999999999,0.14715719063545152,0.875,0.3571428571428571,0.45976668259276954
2015,Russia,23.4,8.2,1.2,1001.0,74913944,37.3,9,41.6,2010,614294340.8,4.548774940518365,Faible,-9.799999999999997,13.999999999999998,0.6153846153846153,0.04999999999999999,0.6428571428571428,0.43608058608058603
2015,Russia,32.9,16.0,1.7,1866.0,170058004,36.6,8,11.2,2010,2720928064.0,2.2874985703133937,Faible,-30.400000000000002,9.5,0.9331103678929765,0.175,0.5714285714285714,0.5598463131071826
2015,Russia,24.4,17.7,4.0,2891.0,829537443,40.5,2,20.6,2010,14682812741.099998,2.2881343004890957,Faible,9.400000000000002,-8.5,0.648829431438127,0.75,0.14285714285714285,0.5138955247650899
2015,Russia,8.5,12.9,2.5,1287.0,48647611,44.0,4,65.4,2010,627554181.9,3.4108500691084735,Faible,44.800000000000004,-15.899999999999999,0.11705685618729095,0.375,0.2857142857142857,0.25925704730052557
2015,Russia,19.9,8.0,4.7,2140.0,1139652750,30.3,1,15.1,2010,9117222000.0,3.7874952656309184,Faible,-50.300000000000004,11.399999999999999,0.4983277591973243,0.925,0.07142857142857142,0.4982521102086319
2015,Russia,22.0,13.6,2.0,1107.0,61229895,39.2,6,24.4,2010,832726572.0,2.8823508218008667,Faible,9.299999999999999,2.1000000000000014,0.568561872909699,0.25,0.42857142857142855,0.41571110049370913
2016,Russia,23.5,13.7,2.7,1058.0,1073643084,23.3,8,60.5,2010,14708910250.8,1.7007286855994999,Faible,36.1,1.5,0.6187290969899665,0.42500000000000004,0.5714285714285714,0.538385889472846
2016,Russia,25.6,3.4,2.2,1403.0,603930696,41.2,10,37.5,2010,2053364366.3999999,12.117611418789945,Modéré,-23.0,2.1000000000000014,0.6889632107023411,0.30000000000000004,0.7142857142857142,0.5677496416626852
2016,Russia,17.1,4.2,2.8,843.0,1241932098,35.0,14,16.5,2010,5216114811.6,8.333313492110733,Modéré,-21.0,-8.5,0.4046822742474917,0.44999999999999996,1.0,0.6182274247491639
2017,Russia,33.1,5.9,1.3,1783.0,562654674,27.2,6,13.3,2010,3319662576.6000004,4.610161677692072,Faible,-3.1999999999999993,16.0,0.9397993311036789,0.07500000000000001,0.42857142857142855,0.4811235865583692
2017,Russia,11.2,8.6,3.6,2060.0,1303319060,23.3,10,12.0,2010,11208543916.0,2.7092991752335176,Modéré,-1.3000000000000007,-21.900000000000002,0.20735785953177255,0.65,0.7142857142857142,0.5238811912724955
2018,Russia,24.4,2.5,1.0,1312.0,1197982965,44.4,7,26.0,2010,2994957412.5,17.759928960284157,Faible,14.0,13.2,0.648829431438127,0.0,0.5,0.38294314381270905
2018,Russia,15.4,4.1,4.1,1437.0,889870619,29.5,11,55.0,2010,3648469537.8999996,7.195104402184386,Modéré,29.0,-8.999999999999998,0.34782608695652173,0.7749999999999999,0.7857142857142857,0.6361801242236025
2019,Russia,19.2,16.9,4.1,2890.0,1112504950,18.6,9,60.7,2010,18801333655.0,1.1005910647390151,Faible,5.700000000000003,3.799999999999999,0.4749163879598661,0.7749999999999999,0.6428571428571428,0.6309245102723363
2019,Russia,5.5,9.0,4.7,2015.0,12631400,44.7,2,17.5,2010,113682600.0,4.96666114815428,Faible,-43.2,-13.7,0.01672240802675584,0.925,0.14285714285714285,0.36152651696129956
2020,Russia,18.6,5.7,3.7,1792.0,11186886,49.8,2,19.2,2020,63765250.2,8.736826777496882,Faible,1.6999999999999993,13.100000000000001,0.4548494983277592,0.675,0.14285714285714285,0.42423554706163397
2020,Russia,23.5,4.8,4.8,926.0,863711591,25.3,3,43.3,2020,4145815636.7999997,5.2708223524534334,Faible,24.099999999999998,4.899999999999999,0.6187290969899665,0.95,0.21428571428571427,0.5943382704252269
2020,Russia,22.0,1.2,4.4,2134.0,1128364538,20.2,2,40.0,2020,1354037445.6,16.833193056724525,Faible,-3.299999999999997,-1.5,0.568561872909699,0.8500000000000001,0.14285714285714285,0.520473005255614
2020,Russia,29.9,5.0,3.1,2407.0,536210430,24.8,2,12.2,2020,2681052150.0,4.959990080019841,Faible,-27.8,7.899999999999999,0.8327759197324414,0.525,0.14285714285714285,0.5002110208631948
2020,Russia,17.7,15.7,5.0,1524.0,655879251,35.8,9,16.8,2020,10297304240.699999,2.280253324679411,Faible,4.600000000000001,-12.2,0.4247491638795986,1.0,0.6428571428571428,0.6892021022455804
2020,Russia,30.4,10.6,2.7,1875.0,521663999,8.8,12,49.6,2020,5529638389.4,0.8301878960491548,Modéré,32.8,12.7,0.8494983277591973,0.42500000000000004,0.8571428571428571,0.7105470616340183
2020,Russia,12.7,3.9,1.0,1234.0,278429462,38.6,12,44.0,2020,1085874901.8,9.897410519460207,Modéré,-5.600000000000001,-17.7,0.2575250836120401,0.0,0.8571428571428571,0.3715559802516324
2021,Russia,25.5,18.5,4.9,942.0,1252394217,17.9,12,60.2,2020,23169293014.5,0.9675670445583542,Modéré,16.200000000000003,12.8,0.68561872909699,0.9750000000000001,0.8571428571428571,0.839253862079949
2022,Russia,16.2,16.4,2.1,671.0,501887577,21.6,12,20.2,2020,8230956262.799999,1.3170723676388005,Modéré,-40.0,-9.3,0.3745819397993311,0.275,0.8571428571428571,0.5022415989807294
2022,Russia,9.3,19.4,3.3,2874.0,981675241,9.1,3,59.3,2020,19044499675.399998,0.46907192315880253,Faible,39.099999999999994,-6.899999999999999,0.14381270903010035,0.575,0.21428571428571427,0.3110328077719382
2022,Russia,12.6,13.6,3.2,2550.0,829586067,27.7,12,38.7,2020,11282370511.199999,2.036763208262347,Modéré,-20.599999999999994,3.299999999999999,0.25418060200668896,0.55,0.8571428571428571,0.553774486383182
2023,Russia,30.9,11.4,3.3,979.0,1012843726,27.6,13,60.2,2020,11546418476.4,2.4210505078504316,Modéré,21.5,18.299999999999997,0.8662207357859532,0.575,0.9285714285714285,0.7899307214524605
2000,UK,22.9,13.7,4.7,1255.0,1366969728,33.4,12,41.2,2000,18727485273.6,2.4379544248507847,Modéré,,,0.5986622073578595,0.925,0.8571428571428571,0.7936016881669056
2000,UK,17.1,13.4,2.0,754.0,343373633,16.0,11,69.8,2000,4601206682.2,1.1940289596798808,Modéré,28.599999999999994,-5.799999999999997,0.4046822742474917,0.25,0.7857142857142857,0.4801321866539258
2000,UK,16.4,15.9,4.3,932.0,925086342,42.0,2,57.4,2000,14708872837.800001,2.641507772636621,Faible,-12.399999999999999,-0.7000000000000028,0.3812709030100334,0.825,0.14285714285714285,0.44970934862239204
2000,UK,22.4,9.2,2.6,950.0,1101337256,29.6,5,61.3,2000,10132302755.199999,3.2173878071871664,Faible,3.8999999999999986,6.0,0.5819397993311036,0.4,0.3571428571428571,0.4463608854913203
2000,UK,30.9,11.1,4.5,2559.0,1270851030,31.7,11,23.4,2000,14106446433.0,2.8558532830150605,Modéré,-37.9,8.5,0.8662207357859532,0.875,0.7857142857142857,0.842311673833413
2000,UK,20.5,11.8,4.1,812.0,39478806,26.0,6,66.1,2000,465849910.8,2.2033879632305395,Faible,42.699999999999996,-10.399999999999999,0.5183946488294314,0.7749999999999999,0.42857142857142855,0.5739886924669533
2000,UK,33.5,2.8,4.1,1539.0,949007159,31.4,13,61.0,2000,2657220045.2,11.214245663408345,Modéré,-5.099999999999994,13.0,0.9531772575250835,0.7749999999999999,0.9285714285714285,0.8855828953655039
2000,UK,21.8,10.0,2.2,1273.0,876123161,14.9,14,30.1,2000,8761231610.0,1.48999851000149,Modéré,-30.9,-11.7,0.5618729096989966,0.30000000000000004,1.0,0.6206243032329989
2001,UK,7.4,16.1,1.6,1192.0,838168075,34.2,8,29.2,2000,13494506007.500002,2.1242222830917497,Faible,-0.9000000000000021,-14.4,0.0802675585284281,0.15000000000000002,0.5714285714285714,0.26723204331899986
2001,UK,25.6,16.8,1.0,674.0,183851069,27.6,3,46.2,2000,3088697959.2000003,1.6428561649665685,Faible,17.000000000000004,18.200000000000003,0.6889632107023411,0.0,0.21428571428571427,0.3010829749960185
2001,UK,7.1,15.4,3.2,2063.0,901531557,10.7,12,63.6,2000,13883585977.800001,0.6948047436332833,Modéré,17.4,-18.5,0.07023411371237456,0.55,0.8571428571428571,0.4924589902850773
2001,UK,24.5,4.7,4.2,1130.0,31249071,49.5,5,66.7,2000,146870633.70000002,10.531892485335138,Faible,3.1000000000000014,17.4,0.6521739130434783,0.8,0.3571428571428571,0.6031055900621118
2002,UK,24.0,14.5,3.6,796.0,305315340,11.4,10,57.7,2000,4427072430.0,0.7862063543404453,Modéré,-9.0,-0.5,0.6354515050167223,0.65,0.7142857142857142,0.6665790731008122
2002,UK,15.6,17.2,1.6,2224.0,1274221100,17.5,11,53.7,2000,21916602920.0,1.017441268929495,Modéré,-4.0,-8.4,0.35451505016722407,0.15000000000000002,0.7857142857142857,0.4300764452938366
2003,UK,7.1,12.1,3.4,844.0,727544812,12.0,10,20.8,2000,8803292225.199999,0.9917347175746136,Modéré,-32.900000000000006,-8.5,0.07023411371237456,0.6,0.7142857142857142,0.46150660933269627
2003,UK,10.9,6.9,2.9,1142.0,450513176,20.8,11,25.0,2000,3108540914.4,3.0144883847994426,Modéré,4.199999999999999,3.8000000000000007,0.19732441471571904,0.475,0.7857142857142857,0.4860129001433349
2004,UK,13.3,8.0,3.4,2763.0,1230785104,47.8,1,36.2,2000,9846280832.0,5.9749925312593355,Faible,11.200000000000003,2.4000000000000004,0.27759197324414714,0.6,0.07142857142857142,0.3163401815575728
2004,UK,16.7,1.6,2.2,1361.0,367224757,37.5,2,11.6,2000,587559611.2,23.43735351654052,Faible,-24.6,3.3999999999999986,0.3913043478260869,0.30000000000000004,0.14285714285714285,0.27805383022774327
2004,UK,16.2,14.3,1.6,1396.0,331580116,8.4,8,24.5,2000,4741595658.8,0.5874121766348416,Faible,12.9,-0.5,0.3745819397993311,0.15000000000000002,0.5714285714285714,0.3653368370759675
